Appid,Title,Early Access,Steam Release Date,Price (USD),Adj. review %,Filtered Reviews,All Reviews,Peak CCU,#Followers,PlayTracker rank,Top seller rank,Adj. review %,Metacritic,Opencritic,Hidden gem,Price (USD),Boxleiter Score (80),Gross Revenue,Company Revenue
747690,Sinister Halloween,Former E.A.,2019-10-31,9.99,74.7757,33,41,18,359,,11480,74.7757,-1,,0.753534,999,2640,"$26,373.60",18461.52
752050,Virtual Reality Girls,Not current E.A.; former unknown,2017-11-25,11.99,49.009,33,33,8,1970,,11946,49.009,-1,,-1,1199,2640,"$31,653.60",22157.52
855190,The Subject,Not current E.A.; former unknown,2018-11-30,7.99,62.8833,33,47,8,718,,10974,62.8833,-1,,0.543381,799,2640,"$21,093.60",14765.52
868090,Battle Summoners VR Basic,Not current E.A.; former unknown,2018-06-22,0,64.8654,33,33,9,251,30566,-1,64.8654,-1,,0.583685,0,2640,$0.00,0
1053830,Ninja Legends,Former E.A.,2019-10-24,19.99,76.7577,33,48,17,582,27837,12998,76.7577,-1,,0.783095,1999,2640,"$52,773.60",36941.52
1077600,Song Beater: Quite My Tempo!,Former E.A.,2019-10-18,19.99,74.7757,33,54,36,171,,-1,74.7757,-1,,0.753534,1999,2640,"$52,773.60",36941.52
1128800,Hypnolab VR,Not current E.A.; former unknown,2020-08-28,9.99,43.0628,33,36,7,935,,4696,43.0628,-1,,-1,999,2640,"$26,373.60",18461.52
408340,Gravity Lab,Former E.A.,2017-05-18,14.99,70.8116,33,36,17,871,25586,8571,70.8116,-1,,0.690625,1499,2640,"$39,573.60",27701.52
468740,Snow Fortress,Former E.A.,2016-12-16,14.99,72.7936,33,53,158,687,16022,10115,72.7936,-1,,0.722764,1499,2640,"$39,573.60",27701.52
482440,ESSENCE,Current E.A.,2017-04-18,0,54.9551,33,53,12,6963,20573,-1,54.9551,-1,,0.33699,0,2640,$0.00,0
486440,Mosh Pit Simulator,Former E.A.,2020-03-10,0,62.8833,33,50,6,447,23930,13596,62.8833,-1,,0.543381,0,2640,$0.00,0
524120,Raptor Valley,Not current E.A.; former unknown,2016-09-09,3.99,70.8116,33,44,4,409,11922,-1,70.8116,-1,,0.690625,399,2640,"$10,533.60",7373.52
534480,Tropical Girls VR,Not current E.A.; former unknown,2016-09-30,4.99,37.1167,33,35,3,1071,21774,13817,37.1167,-1,,-1,499,2640,"$13,173.60",9221.52
549920,VRchaeology: Prologue,Not current E.A.; former unknown,2016-12-01,0,72.7936,33,33,5,364,12876,-1,72.7936,-1,,0.722764,0,2640,$0.00,0
550820,Kitten Cannon,Not current E.A.; former unknown,2016-10-31,0,66.8475,33,33,4,130,12654,-1,66.8475,-1,,0.62138,0,2640,$0.00,0
579780,Mental Asylum VR,Not current E.A.; former unknown,2017-01-13,0.99,56.9372,33,33,7,301,,14331,56.9372,-1,,0.398733,99,2640,"$2,613.60",1829.52
1233820,A Ton Of Feathers,Not current E.A.; former unknown,2020-04-17,1.99,74.7757,33,35,2,69,,14424,74.7757,-1,,0.753534,199,2640,"$5,253.60",3677.52
1314590,X-BOOSTER,Former E.A.,2020-12-03,19.99,66.8475,33,36,8,181,,7024,66.8475,-1,,0.62138,1999,2640,"$52,773.60",36941.52
1316740,Extreme Escape,Current E.A.,2020-06-30,7.99,72.7936,33,33,4,452,,7088,72.7936,-1,,0.722764,799,2640,"$21,093.60",14765.52
1217930,VR Jetpack Game,Current E.A.,2020-07-01,0,62.2054,32,32,11,171,,-1,62.2054,-1,,0.528891,0,2560,$0.00,0
1346890,Motoride Rollercoaster VR,Not current E.A.; former unknown,2020-07-22,4.99,70.3423,32,35,2,84,,12021,70.3423,-1,,0.682795,499,2560,"$12,774.40",8942.08
1404360,A Shopping Trip to Eklan Tor,Not current E.A.; former unknown,2020-09-18,2.99,82.5477,32,33,2,159,,8859,82.5477,-1,,0.863675,299,2560,"$7,654.40",5358.08
810760,Starman's VR Experience,Not current E.A.; former unknown,2018-03-20,0,54.0685,32,32,10,316,16198,-1,54.0685,-1,,0.305355,0,2560,$0.00,0
880200,J15 Jet Fighter VR (歼15舰载机),Current E.A.,2018-06-22,9.99,45.9315,32,35,6,1430,,11829,45.9315,-1,,-1,999,2560,"$25,574.40",17902.08
892560,PaulPaul - Act 1,Not current E.A.; former unknown,2018-07-25,0,78.4793,32,32,7,143,,-1,78.4793,-1,,0.807894,0,2560,$0.00,0
933140,Drunkn Bar Fight on Halloween,Not current E.A.; former unknown,2018-10-01,2.99,70.3423,32,39,39,96,,10373,70.3423,-1,,0.682795,299,2560,"$7,654.40",5358.08
1029730,VR Ping Pong Pro,Not current E.A.; former unknown,2019-11-12,24.99,54.0685,32,44,4,145,26241,11857,54.0685,-1,,0.305355,2499,2560,"$63,974.40",44782.08
1041670,Money Bath VR / 札束風呂VR,Not current E.A.; former unknown,2019-04-03,4.99,56.1027,32,36,12,1178,,11356,56.1027,-1,,0.373982,499,2560,"$12,774.40",8942.08
1051570,Hockey Player VR,Current E.A.,2019-05-08,4.99,58.1369,32,41,15,142,,11191,58.1369,-1,,0.431838,499,2560,"$12,774.40",8942.08
1097820,The Hunger: Games Ensemble,Not current E.A.; former unknown,2020-11-03,3.99,74.4108,32,43,2,96,,-1,74.4108,-1,,0.747965,399,2560,"$10,214.40",7150.08
609170,Drummer Talent VR,Current E.A.,2017-05-05,19.99,56.1027,32,40,5,393,26795,-1,56.1027,-1,,0.373982,1999,2560,"$51,174.40",35822.08
615630,The Sniper VR,Former E.A.,2017-08-25,4.99,52.0342,32,35,6,301,,-1,52.0342,-1,,0.215919,499,2560,"$12,774.40",8942.08
624830,Battle Summoners VR,Current E.A.,2017-05-22,0,74.4108,32,34,7,452,27292,-1,74.4108,-1,,0.747965,0,2560,$0.00,0
671310,Pararea--Social VR for Everyone (Beta),Current E.A.,2017-09-15,0,56.1027,32,32,17,909,13857,-1,56.1027,-1,,0.373982,0,2560,$0.00,0
671740,VR SHOOT AROUND - Realistic basketball simulator -,Not current E.A.; former unknown,2017-07-12,4.99,70.3423,32,33,4,124,,9656,70.3423,-1,,0.682795,499,2560,"$12,774.40",8942.08
714780,Google Spotlight Stories: Special Delivery,Not current E.A.; former unknown,2017-12-14,0,72.3766,32,32,21,243,14676,-1,72.3766,-1,,0.716122,0,2560,$0.00,0
724870,Glorious Noon,Former E.A.,2017-11-14,0,68.3081,32,32,10,237,15309,-1,68.3081,-1,,0.647756,0,2560,$0.00,0
774441,Island Time VR,Not current E.A.; former unknown,2018-04-03,14.99,60.1712,32,37,-1,300,28435,4417,60.1712,-1,57.7778,0.482809,1499,2560,"$38,374.40",26862.08
355460,Thunderbird: The Legend Begins,Not current E.A.; former unknown,2017-02-10,5.99,41.8631,32,36,5,929,25855,-1,41.8631,-1,,-1,599,2560,"$15,334.40",10734.08
386290,Kumoon : Ballistic Physics Puzzle,Not current E.A.; former unknown,2015-11-10,2.99,50,32,78,29,1170,9464,-1,50,-1,-1,-1,299,2560,"$7,654.40",5358.08
433700,Carpe Lucem - Seize The Light VR,Not current E.A.; former unknown,2016-04-05,8.99,70.3423,32,47,3,345,24664,-1,70.3423,-1,,0.682795,899,2560,"$23,014.40",16110.08
456920,Gary the Gull,Not current E.A.; former unknown,2016-11-22,0,43.8973,32,32,5,97,13172,-1,43.8973,-1,,-1,0,2560,$0.00,0
487630,Lantern,Not current E.A.; former unknown,2016-11-15,6.99,58.1369,32,57,30,430,12367,-1,58.1369,-1,66.6667,0.431838,699,2560,"$17,894.40",12526.08
493400,Funfair,Current E.A.,2016-08-20,0,66.2739,32,32,10,128,11450,-1,66.2739,-1,,0.610711,0,2560,$0.00,0
500110,Glider Island,Former E.A.,2017-04-28,7.99,70.3423,32,33,25,418,,-1,70.3423,-1,,0.682795,799,2560,"$20,454.40",14318.08
527720,Keep Defending,Former E.A.,2017-06-19,4.99,74.4108,32,47,9,-1,15564,-1,74.4108,-1,,0.747965,499,2560,"$12,774.40",8942.08
546210,Unforgiven VR,Current E.A.,2017-02-23,9.99,54.0685,32,39,6,750,14127,-1,54.0685,-1,,0.305355,999,2560,"$25,574.40",17902.08
566970,EscapeVR: Trapped Above the Clouds,Not current E.A.; former unknown,2017-11-13,11.99,62.2054,32,40,21,-1,23776,7414,62.2054,-1,,0.528891,1199,2560,"$30,694.40",21486.08
577290,Drunk or Dead,Not current E.A.; former unknown,2017-01-10,9.99,72.3766,32,54,4,500,16881,-1,72.3766,-1,,0.716122,999,2560,"$25,574.40",17902.08
580630,Dimensional Rift,Not current E.A.; former unknown,2017-02-08,0,78.4793,32,32,7,128,14397,-1,78.4793,-1,,0.807894,0,2560,$0.00,0
433650,Book Of Merlin,Not current E.A.; former unknown,2016-07-22,2.99,46.8659,31,34,6,333,,-1,46.8659,-1,,-1,299,2480,"$7,415.20",5190.64
486370,Pinball Evolution VR,Current E.A.,2017-04-29,7.99,71.9384,31,32,3,243,25408,13254,71.9384,-1,,0.709076,799,2480,"$19,815.20",13870.64
498980,DUO,Not current E.A.; former unknown,2016-07-07,8.99,63.5809,31,31,3,249,24450,12430,63.5809,-1,,0.557898,899,2480,"$22,295.20",15606.64
504560,The Unwelcomed,Former E.A.,2018-01-30,9.99,59.4022,31,41,5,-1,23770,10166,59.4022,-1,,0.464199,999,2480,"$24,775.20",17342.64
519170,The Journey Home,Not current E.A.; former unknown,2016-08-22,0,46.8659,31,31,5,177,11653,-1,46.8659,-1,,-1,0,2480,$0.00,0
553450,The Purge Day,Not current E.A.; former unknown,2016-11-25,2.99,61.4916,31,41,16,274,12931,-1,61.4916,-1,,0.513192,299,2480,"$7,415.20",5190.64
568470,Waking the Glares - Chapters I and II,Not current E.A.; former unknown,2017-03-16,0,51.0447,31,31,11,198,12779,-1,51.0447,-1,38.3333,0.154733,0,2480,$0.00,0
815440,Time Transit VR,Not current E.A.; former unknown,2019-02-26,19.99,61.4916,31,39,5,392,25995,-1,61.4916,-1,,0.513192,1999,2480,"$49,575.20",34702.64
836080,BARRAGE / 铁幕,Not current E.A.; former unknown,2018-04-18,4.99,67.7597,31,39,5,317,24606,-1,67.7597,-1,,0.637981,499,2480,"$12,375.20",8662.64
971650,Failspace,Former E.A.,2020-01-23,9.99,53.1341,31,40,13,916,25850,6269,53.1341,-1,,0.268006,999,2480,"$24,775.20",17342.64
978970,God Hand,Not current E.A.; former unknown,2019-02-10,0,67.7597,31,31,9,167,,-1,67.7597,-1,,0.637981,0,2480,$0.00,0
1153460,Axegend VR,Current E.A.,2020-03-09,9.99,76.1172,31,52,8,282,,-1,76.1172,-1,,0.773666,999,2480,"$24,775.20",17342.64
586360,Pyro VR,Current E.A.,2017-02-08,8.99,59.4022,31,46,8,-1,16345,7931,59.4022,-1,,0.464199,899,2480,"$22,295.20",15606.64
603630,Rubber Ball VR,Current E.A.,2017-03-09,0,67.7597,31,31,7,72,14712,-1,67.7597,-1,,0.637981,0,2480,$0.00,0
618350,Personal Disco VR,Not current E.A.; former unknown,2017-04-06,8.99,76.1172,31,33,5,156,26690,-1,76.1172,-1,,0.773666,899,2480,"$22,295.20",15606.64
639770,UNTITLED,Not current E.A.; former unknown,2017-06-02,4.99,76.1172,31,36,5,148,18845,-1,76.1172,-1,,0.773666,499,2480,"$12,375.20",8662.64
658230,Chambered,Not current E.A.; former unknown,2017-07-19,0,69.8491,31,31,7,102,17544,-1,69.8491,-1,,0.674466,0,2480,$0.00,0
667800,Loco Dojo,Not current E.A.; former unknown,2017-07-27,19.99,78.2066,31,35,253,377,24076,14532,78.2066,-1,,0.804017,1999,2480,"$49,575.20",34702.64
676470,Sommad,Not current E.A.; former unknown,2017-08-07,0,69.8491,31,31,3,113,14989,-1,69.8491,-1,,0.674466,0,2480,$0.00,0
730090,Travel VR,Not current E.A.; former unknown,2017-11-02,0,44.7766,31,31,12,271,15924,-1,44.7766,-1,,-1,0,2480,$0.00,0
750350,Google Spotlight Stories: Piggy,Not current E.A.; former unknown,2018-06-06,0,74.0278,31,31,19,213,15273,-1,74.0278,-1,,0.742074,0,2480,$0.00,0
